,win_0,win_1,win_2,win_3,win_4,win_5,win_6,win_7,win_8,win_9,win_10,win_11,win_12,win_13,win_14,win_15,win_16,win_17,win_18,win_19
1881,0.061,0.034,0.055,0.047,0.043,0.042,0.045,0.045,0.042,0.036,0.118,0.049,0.047,0.065,0.045,0.049,0.041,0.053,0.041,0.042
1882,0.052,0.056,0.054,0.059,0.047,0.037,0.051,0.036,0.05,0.047,0.114,0.044,0.044,0.044,0.041,0.04,0.044,0.048,0.047,0.045
1883,0.037,0.058,0.054,0.058,0.045,0.037,0.048,0.046,0.043,0.04,0.1,0.04,0.055,0.056,0.042,0.046,0.051,0.046,0.045,0.053
1884,0.054,0.049,0.047,0.035,0.044,0.04,0.048,0.04,0.044,0.041,0.106,0.035,0.059,0.046,0.048,0.048,0.058,0.057,0.049,0.052
1885,0.052,0.049,0.052,0.052,0.046,0.047,0.047,0.047,0.045,0.044,0.108,0.036,0.055,0.044,0.043,0.048,0.04,0.047,0.045,0.053
1886,0.052,0.055,0.055,0.05,0.047,0.043,0.04,0.037,0.035,0.047,0.104,0.053,0.051,0.04,0.037,0.039,0.047,0.057,0.06,0.051
1887,0.039,0.049,0.06,0.04,0.055,0.044,0.041,0.045,0.042,0.036,0.113,0.039,0.056,0.056,0.05,0.043,0.049,0.044,0.046,0.053
1888,0.055,0.045,0.054,0.045,0.033,0.052,0.039,0.04,0.037,0.049,0.111,0.044,0.061,0.04,0.034,0.048,0.059,0.047,0.058,0.049
1889,0.061,0.04,0.048,0.051,0.052,0.029,0.045,0.038,0.045,0.044,0.106,0.05,0.052,0.057,0.053,0.048,0.038,0.044,0.05,0.049
1890,0.057,0.06,0.056,0.052,0.034,0.037,0.029,0.037,0.053,0.046,0.117,0.038,0.046,0.047,0.043,0.047,0.043,0.053,0.044,0.061
1891,0.045,0.043,0.044,0.045,0.049,0.038,0.053,0.043,0.053,0.052,0.111,0.047,0.049,0.037,0.048,0.05,0.046,0.045,0.053,0.049
1892,0.06,0.062,0.06,0.043,0.036,0.05,0.041,0.043,0.039,0.043,0.105,0.05,0.043,0.036,0.057,0.041,0.05,0.055,0.044,0.042
1893,0.052,0.053,0.056,0.055,0.04,0.045,0.037,0.036,0.048,0.045,0.098,0.04,0.045,0.052,0.046,0.055,0.046,0.051,0.049,0.051
1894,0.055,0.038,0.044,0.057,0.044,0.036,0.042,0.043,0.044,0.039,0.123,0.042,0.056,0.048,0.048,0.046,0.046,0.061,0.037,0.051
1895,0.057,0.047,0.043,0.052,0.047,0.044,0.044,0.042,0.04,0.035,0.126,0.052,0.042,0.033,0.046,0.047,0.049,0.049,0.047,0.058
1896,0.041,0.061,0.055,0.05,0.051,0.044,0.04,0.041,0.036,0.042,0.091,0.049,0.054,0.032,0.05,0.055,0.045,0.057,0.05,0.056
1897,0.042,0.052,0.046,0.057,0.043,0.05,0.044,0.047,0.038,0.04,0.11,0.046,0.042,0.039,0.049,0.045,0.045,0.059,0.051,0.055
1898,0.052,0.046,0.044,0.048,0.047,0.042,0.058,0.041,0.049,0.035,0.104,0.044,0.047,0.052,0.042,0.059,0.04,0.054,0.051,0.045
1899,0.072,0.033,0.058,0.053,0.046,0.052,0.035,0.047,0.056,0.029,0.111,0.04,0.041,0.041,0.041,0.049,0.048,0.05,0.048,0.05
1900,0.063,0.035,0.054,0.044,0.035,0.04,0.034,0.048,0.051,0.048,0.11,0.044,0.055,0.048,0.052,0.04,0.049,0.058,0.044,0.048
1901,0.054,0.06,0.037,0.063,0.042,0.05,0.054,0.033,0.054,0.04,0.098,0.041,0.046,0.048,0.046,0.037,0.033,0.052,0.053,0.059
1902,0.046,0.054,0.054,0.051,0.046,0.048,0.033,0.042,0.042,0.046,0.104,0.058,0.052,0.042,0.046,0.053,0.052,0.049,0.05,0.032
1903,0.058,0.029,0.038,0.053,0.035,0.044,0.059,0.034,0.055,0.043,0.127,0.048,0.051,0.043,0.042,0.059,0.043,0.048,0.053,0.038
1904,0.053,0.057,0.05,0.038,0.036,0.035,0.054,0.036,0.058,0.043,0.111,0.04,0.041,0.042,0.049,0.051,0.048,0.053,0.051,0.054
1905,0.053,0.055,0.053,0.056,0.047,0.031,0.042,0.038,0.05,0.049,0.104,0.041,0.042,0.054,0.051,0.038,0.044,0.05,0.064,0.038
1906,0.054,0.056,0.059,0.064,0.033,0.038,0.035,0.034,0.055,0.041,0.103,0.041,0.05,0.046,0.037,0.041,0.04,0.057,0.064,0.052
1907,0.065,0.05,0.056,0.044,0.04,0.039,0.042,0.047,0.041,0.043,0.098,0.036,0.05,0.059,0.035,0.041,0.05,0.049,0.056,0.059
1908,0.062,0.05,0.053,0.047,0.046,0.045,0.059,0.052,0.044,0.048,0.116,0.033,0.054,0.034,0.041,0.023,0.049,0.042,0.053,0.049
1909,0.047,0.046,0.055,0.054,0.046,0.048,0.045,0.05,0.045,0.047,0.1,0.05,0.061,0.041,0.035,0.045,0.047,0.056,0.044,0.038
1910,0.049,0.054,0.045,0.066,0.045,0.055,0.042,0.036,0.044,0.033,0.133,0.028,0.047,0.044,0.048,0.045,0.047,0.044,0.047,0.048
1911,0.059,0.046,0.053,0.053,0.041,0.046,0.043,0.044,0.049,0.047,0.098,0.044,0.058,0.055,0.041,0.038,0.053,0.044,0.05,0.038
1912,0.051,0.059,0.038,0.055,0.062,0.04,0.042,0.034,0.052,0.048,0.095,0.038,0.049,0.047,0.043,0.046,0.043,0.053,0.046,0.059
1913,0.043,0.044,0.05,0.049,0.031,0.038,0.052,0.047,0.037,0.037,0.116,0.044,0.042,0.047,0.043,0.046,0.068,0.049,0.056,0.061
1914,0.046,0.053,0.044,0.05,0.048,0.045,0.046,0.026,0.044,0.032,0.149,0.05,0.045,0.046,0.053,0.041,0.042,0.041,0.04,0.059
1915,0.052,0.048,0.045,0.043,0.046,0.049,0.048,0.041,0.043,0.039,0.121,0.036,0.044,0.049,0.044,0.048,0.048,0.051,0.043,0.062
1916,0.048,0.047,0.04,0.055,0.051,0.039,0.046,0.036,0.037,0.045,0.109,0.052,0.052,0.044,0.043,0.05,0.037,0.051,0.066,0.052
1917,0.054,0.055,0.046,0.065,0.052,0.054,0.035,0.043,0.039,0.053,0.112,0.034,0.036,0.053,0.047,0.035,0.048,0.048,0.05,0.041
1918,0.063,0.047,0.04,0.047,0.042,0.039,0.051,0.033,0.043,0.045,0.114,0.038,0.055,0.058,0.041,0.042,0.056,0.038,0.045,0.063
1919,0.05,0.052,0.06,0.054,0.045,0.041,0.042,0.036,0.047,0.025,0.128,0.046,0.044,0.039,0.043,0.045,0.054,0.05,0.043,0.056
1920,0.051,0.058,0.033,0.055,0.052,0.046,0.047,0.044,0.037,0.04,0.097,0.05,0.053,0.046,0.043,0.057,0.048,0.037,0.055,0.051
1921,0.046,0.052,0.06,0.038,0.033,0.051,0.047,0.034,0.058,0.052,0.112,0.045,0.043,0.04,0.052,0.048,0.041,0.046,0.055,0.047
1922,0.057,0.042,0.049,0.043,0.044,0.055,0.046,0.042,0.046,0.055,0.112,0.034,0.042,0.052,0.038,0.042,0.046,0.043,0.055,0.057
1923,0.054,0.051,0.05,0.049,0.03,0.048,0.041,0.044,0.052,0.047,0.117,0.044,0.051,0.048,0.042,0.045,0.045,0.046,0.046,0.05
1924,0.058,0.048,0.054,0.055,0.037,0.03,0.039,0.027,0.046,0.039,0.125,0.039,0.049,0.044,0.034,0.056,0.051,0.05,0.06,0.059
1925,0.061,0.06,0.045,0.048,0.043,0.042,0.032,0.042,0.033,0.045,0.111,0.052,0.06,0.05,0.049,0.036,0.051,0.045,0.045,0.05
1926,0.062,0.055,0.054,0.055,0.053,0.048,0.051,0.031,0.041,0.045,0.091,0.04,0.045,0.034,0.033,0.049,0.056,0.063,0.042,0.052
1927,0.053,0.061,0.041,0.046,0.042,0.047,0.054,0.038,0.036,0.038,0.125,0.048,0.052,0.039,0.051,0.052,0.037,0.043,0.047,0.05
1928,0.066,0.045,0.052,0.037,0.04,0.041,0.044,0.037,0.048,0.048,0.111,0.04,0.054,0.037,0.046,0.038,0.058,0.059,0.057,0.042
1929,0.06,0.043,0.053,0.053,0.035,0.044,0.043,0.051,0.052,0.04,0.096,0.044,0.052,0.045,0.052,0.05,0.038,0.058,0.051,0.04
1930,0.064,0.059,0.054,0.045,0.038,0.039,0.045,0.047,0.047,0.043,0.089,0.032,0.049,0.045,0.041,0.05,0.056,0.056,0.052,0.049
1931,0.053,0.042,0.047,0.051,0.047,0.043,0.035,0.039,0.042,0.045,0.123,0.029,0.045,0.053,0.054,0.056,0.049,0.056,0.042,0.049
1932,0.052,0.044,0.05,0.055,0.047,0.035,0.046,0.041,0.051,0.039,0.103,0.029,0.058,0.059,0.049,0.039,0.051,0.048,0.05,0.054
1933,0.052,0.051,0.037,0.045,0.051,0.052,0.046,0.044,0.041,0.045,0.111,0.051,0.047,0.056,0.043,0.042,0.045,0.036,0.05,0.055
1934,0.065,0.047,0.043,0.033,0.05,0.048,0.051,0.034,0.05,0.041,0.115,0.044,0.048,0.035,0.06,0.051,0.033,0.05,0.052,0.05
1935,0.059,0.049,0.053,0.05,0.037,0.052,0.038,0.04,0.037,0.033,0.107,0.037,0.043,0.055,0.051,0.044,0.057,0.061,0.048,0.049
1936,0.048,0.049,0.054,0.06,0.044,0.034,0.038,0.04,0.053,0.046,0.11,0.054,0.044,0.048,0.032,0.054,0.049,0.041,0.05,0.052
1937,0.05,0.046,0.047,0.049,0.042,0.041,0.039,0.046,0.042,0.05,0.099,0.047,0.053,0.04,0.049,0.052,0.046,0.065,0.054,0.043
1938,0.065,0.047,0.048,0.047,0.035,0.046,0.047,0.057,0.041,0.035,0.121,0.041,0.036,0.056,0.043,0.041,0.041,0.045,0.054,0.054
1939,0.043,0.044,0.055,0.038,0.041,0.038,0.036,0.043,0.051,0.04,0.127,0.05,0.047,0.043,0.048,0.048,0.04,0.052,0.051,0.065
1940,0.057,0.041,0.047,0.043,0.044,0.048,0.037,0.054,0.047,0.035,0.113,0.059,0.041,0.045,0.044,0.054,0.04,0.04,0.047,0.064
1941,0.048,0.057,0.048,0.049,0.046,0.045,0.051,0.055,0.048,0.047,0.119,0.03,0.048,0.045,0.031,0.044,0.052,0.047,0.045,0.045
1942,0.055,0.056,0.05,0.041,0.035,0.031,0.051,0.042,0.05,0.052,0.112,0.034,0.046,0.05,0.039,0.05,0.056,0.045,0.06,0.045
1943,0.061,0.048,0.046,0.065,0.051,0.034,0.038,0.034,0.042,0.042,0.097,0.046,0.06,0.035,0.04,0.041,0.049,0.058,0.062,0.051
1944,0.045,0.04,0.069,0.06,0.047,0.049,0.037,0.044,0.049,0.041,0.101,0.038,0.057,0.05,0.046,0.05,0.044,0.04,0.046,0.047
1945,0.061,0.039,0.057,0.045,0.048,0.049,0.042,0.031,0.037,0.037,0.114,0.044,0.037,0.045,0.052,0.049,0.055,0.047,0.064,0.047
1946,0.052,0.041,0.062,0.038,0.036,0.045,0.04,0.037,0.046,0.042,0.115,0.044,0.058,0.049,0.044,0.04,0.057,0.047,0.06,0.047
1947,0.052,0.061,0.063,0.036,0.034,0.043,0.039,0.052,0.053,0.042,0.101,0.041,0.053,0.047,0.044,0.046,0.05,0.05,0.041,0.052
1948,0.052,0.049,0.054,0.046,0.042,0.043,0.043,0.054,0.03,0.039,0.117,0.04,0.035,0.053,0.044,0.052,0.049,0.045,0.057,0.056
1949,0.06,0.046,0.058,0.038,0.046,0.044,0.032,0.045,0.047,0.053,0.105,0.039,0.048,0.052,0.044,0.048,0.04,0.065,0.047,0.043
1950,0.047,0.044,0.051,0.044,0.043,0.032,0.048,0.044,0.047,0.048,0.122,0.039,0.048,0.048,0.044,0.045,0.052,0.065,0.039,0.05
1951,0.054,0.064,0.034,0.059,0.027,0.037,0.038,0.044,0.048,0.047,0.103,0.05,0.05,0.053,0.045,0.049,0.044,0.043,0.054,0.057
1952,0.07,0.04,0.047,0.062,0.043,0.038,0.04,0.039,0.05,0.036,0.112,0.037,0.053,0.046,0.036,0.045,0.052,0.052,0.05,0.052
1953,0.053,0.051,0.06,0.047,0.046,0.032,0.044,0.042,0.054,0.043,0.116,0.043,0.036,0.037,0.056,0.046,0.053,0.038,0.034,0.069
1954,0.042,0.04,0.052,0.052,0.042,0.052,0.045,0.04,0.046,0.047,0.103,0.051,0.049,0.044,0.041,0.053,0.051,0.044,0.057,0.049
1955,0.056,0.049,0.045,0.058,0.042,0.05,0.043,0.042,0.044,0.05,0.089,0.043,0.049,0.044,0.034,0.044,0.053,0.059,0.044,0.062
1956,0.049,0.053,0.045,0.046,0.048,0.052,0.044,0.043,0.04,0.047,0.104,0.047,0.039,0.046,0.034,0.048,0.042,0.049,0.056,0.068
1957,0.068,0.046,0.049,0.043,0.04,0.046,0.045,0.041,0.039,0.041,0.092,0.032,0.055,0.038,0.051,0.061,0.051,0.055,0.061,0.046
1958,0.041,0.049,0.05,0.033,0.036,0.064,0.05,0.04,0.048,0.04,0.129,0.039,0.046,0.041,0.047,0.048,0.043,0.058,0.043,0.055
1959,0.049,0.051,0.042,0.039,0.049,0.06,0.04,0.058,0.036,0.04,0.117,0.052,0.04,0.049,0.048,0.039,0.049,0.058,0.046,0.038
1960,0.06,0.032,0.052,0.056,0.045,0.044,0.043,0.045,0.05,0.036,0.125,0.048,0.046,0.046,0.04,0.042,0.051,0.045,0.043,0.051
1961,0.049,0.054,0.036,0.054,0.038,0.043,0.031,0.056,0.038,0.055,0.096,0.054,0.058,0.042,0.047,0.049,0.048,0.045,0.047,0.06
1962,0.048,0.048,0.046,0.049,0.033,0.041,0.04,0.051,0.05,0.031,0.107,0.044,0.05,0.046,0.035,0.054,0.052,0.067,0.044,0.064
1963,0.047,0.044,0.06,0.047,0.042,0.042,0.049,0.034,0.049,0.038,0.107,0.046,0.061,0.032,0.048,0.058,0.037,0.048,0.05,0.061
1964,0.059,0.054,0.034,0.054,0.057,0.036,0.044,0.045,0.031,0.032,0.132,0.043,0.046,0.053,0.045,0.048,0.047,0.043,0.051,0.046
1965,0.056,0.051,0.048,0.062,0.047,0.058,0.047,0.049,0.047,0.04,0.095,0.04,0.047,0.042,0.038,0.049,0.045,0.04,0.056,0.043
1966,0.048,0.051,0.054,0.052,0.05,0.038,0.042,0.042,0.052,0.041,0.116,0.035,0.037,0.051,0.03,0.055,0.047,0.063,0.04,0.056
1967,0.051,0.055,0.051,0.047,0.04,0.046,0.045,0.045,0.051,0.042,0.114,0.049,0.047,0.054,0.039,0.033,0.047,0.056,0.04,0.048
1968,0.061,0.056,0.053,0.053,0.043,0.044,0.037,0.052,0.056,0.044,0.125,0.031,0.04,0.034,0.045,0.038,0.05,0.041,0.062,0.035
1969,0.059,0.049,0.038,0.04,0.045,0.052,0.049,0.048,0.041,0.042,0.108,0.048,0.056,0.047,0.045,0.039,0.037,0.053,0.046,0.058
1970,0.052,0.048,0.053,0.038,0.037,0.05,0.041,0.042,0.054,0.026,0.133,0.047,0.048,0.049,0.041,0.04,0.052,0.031,0.064,0.054
1971,0.053,0.052,0.045,0.043,0.033,0.048,0.034,0.048,0.05,0.048,0.125,0.033,0.063,0.045,0.042,0.046,0.043,0.047,0.052,0.05
1972,0.052,0.061,0.04,0.045,0.033,0.037,0.039,0.051,0.037,0.044,0.105,0.051,0.048,0.051,0.04,0.045,0.058,0.066,0.043,0.054
1973,0.048,0.039,0.035,0.042,0.045,0.05,0.037,0.052,0.044,0.047,0.086,0.042,0.065,0.05,0.044,0.035,0.052,0.066,0.065,0.056
1974,0.066,0.046,0.047,0.043,0.041,0.03,0.053,0.047,0.041,0.039,0.106,0.051,0.056,0.05,0.036,0.048,0.057,0.046,0.046,0.051
1975,0.055,0.051,0.055,0.037,0.057,0.052,0.043,0.046,0.051,0.034,0.121,0.037,0.046,0.042,0.04,0.039,0.043,0.059,0.048,0.044
1976,0.054,0.034,0.041,0.051,0.042,0.052,0.042,0.05,0.056,0.038,0.103,0.042,0.045,0.044,0.049,0.049,0.048,0.045,0.063,0.052
1977,0.049,0.05,0.052,0.048,0.035,0.046,0.041,0.04,0.048,0.034,0.12,0.042,0.053,0.048,0.052,0.045,0.041,0.051,0.049,0.056
1978,0.048,0.055,0.056,0.037,0.057,0.054,0.039,0.045,0.046,0.033,0.101,0.043,0.054,0.043,0.051,0.04,0.042,0.054,0.05,0.052
1979,0.057,0.052,0.049,0.047,0.048,0.044,0.04,0.038,0.053,0.05,0.118,0.038,0.046,0.045,0.038,0.043,0.045,0.054,0.045,0.05
1980,0.053,0.042,0.043,0.054,0.049,0.045,0.043,0.048,0.049,0.037,0.11,0.049,0.044,0.049,0.041,0.055,0.047,0.045,0.057,0.04
1981,0.058,0.044,0.036,0.048,0.051,0.036,0.041,0.049,0.054,0.042,0.104,0.044,0.049,0.054,0.03,0.05,0.042,0.055,0.045,0.068
1982,0.056,0.046,0.053,0.045,0.046,0.033,0.044,0.035,0.045,0.042,0.114,0.041,0.058,0.061,0.033,0.051,0.047,0.051,0.045,0.054
1983,0.066,0.044,0.041,0.058,0.042,0.033,0.046,0.044,0.051,0.052,0.116,0.035,0.038,0.049,0.043,0.047,0.037,0.05,0.056,0.052
1984,0.047,0.054,0.049,0.037,0.048,0.033,0.04,0.049,0.043,0.048,0.107,0.037,0.047,0.057,0.04,0.038,0.052,0.057,0.048,0.069
1985,0.067,0.054,0.049,0.044,0.044,0.05,0.047,0.042,0.048,0.034,0.116,0.049,0.035,0.041,0.035,0.051,0.046,0.033,0.062,0.053
1986,0.054,0.04,0.047,0.037,0.036,0.045,0.036,0.047,0.048,0.051,0.119,0.053,0.049,0.045,0.046,0.046,0.046,0.05,0.048,0.057
1987,0.058,0.042,0.061,0.038,0.037,0.044,0.037,0.047,0.042,0.038,0.092,0.044,0.035,0.052,0.043,0.051,0.048,0.066,0.064,0.061
1988,0.046,0.055,0.044,0.062,0.042,0.033,0.045,0.045,0.048,0.041,0.117,0.055,0.044,0.044,0.034,0.049,0.039,0.045,0.048,0.064
1989,0.059,0.061,0.045,0.052,0.029,0.041,0.05,0.056,0.04,0.031,0.12,0.037,0.038,0.04,0.041,0.053,0.045,0.07,0.041,0.051
1990,0.063,0.052,0.039,0.051,0.034,0.043,0.047,0.049,0.047,0.039,0.11,0.044,0.044,0.055,0.045,0.049,0.057,0.042,0.046,0.044
1991,0.049,0.036,0.057,0.044,0.037,0.051,0.042,0.039,0.049,0.039,0.112,0.04,0.047,0.045,0.043,0.067,0.048,0.062,0.038,0.055
1992,0.045,0.039,0.041,0.05,0.044,0.035,0.05,0.033,0.045,0.043,0.107,0.031,0.049,0.052,0.052,0.05,0.059,0.056,0.062,0.057
1993,0.059,0.041,0.045,0.05,0.038,0.043,0.044,0.042,0.046,0.052,0.118,0.034,0.041,0.043,0.032,0.039,0.06,0.05,0.057,0.066
1994,0.063,0.046,0.049,0.047,0.036,0.047,0.053,0.054,0.035,0.034,0.114,0.043,0.042,0.035,0.048,0.053,0.047,0.051,0.043,0.06
1995,0.061,0.047,0.046,0.052,0.031,0.033,0.053,0.045,0.051,0.034,0.107,0.054,0.049,0.047,0.05,0.039,0.053,0.059,0.042,0.047
1996,0.057,0.041,0.056,0.047,0.044,0.049,0.043,0.04,0.027,0.048,0.105,0.051,0.056,0.045,0.049,0.044,0.053,0.033,0.059,0.053
1997,0.046,0.04,0.05,0.033,0.027,0.055,0.034,0.046,0.052,0.056,0.116,0.039,0.059,0.044,0.045,0.049,0.042,0.064,0.055,0.048
1998,0.063,0.043,0.058,0.05,0.044,0.041,0.045,0.033,0.039,0.047,0.125,0.053,0.041,0.042,0.041,0.041,0.055,0.045,0.051,0.043
1999,0.058,0.046,0.052,0.05,0.054,0.028,0.036,0.037,0.041,0.055,0.111,0.039,0.04,0.05,0.049,0.049,0.038,0.054,0.058,0.055
2000,0.057,0.07,0.05,0.046,0.031,0.046,0.039,0.045,0.039,0.047,0.101,0.044,0.045,0.041,0.052,0.063,0.048,0.053,0.048,0.035
2001,0.045,0.034,0.046,0.045,0.043,0.048,0.05,0.044,0.046,0.05,0.11,0.045,0.045,0.045,0.044,0.055,0.049,0.051,0.053,0.052
2002,0.055,0.058,0.039,0.05,0.043,0.049,0.032,0.04,0.054,0.044,0.099,0.035,0.039,0.055,0.044,0.055,0.045,0.062,0.045,0.057
2003,0.058,0.055,0.057,0.045,0.034,0.035,0.049,0.04,0.034,0.049,0.109,0.054,0.047,0.043,0.041,0.051,0.044,0.047,0.058,0.05
2004,0.056,0.045,0.054,0.055,0.047,0.042,0.035,0.047,0.057,0.046,0.106,0.043,0.042,0.04,0.031,0.043,0.047,0.046,0.063,0.055
2005,0.05,0.052,0.041,0.048,0.049,0.046,0.033,0.049,0.043,0.051,0.116,0.055,0.036,0.042,0.044,0.042,0.05,0.044,0.064,0.045
2006,0.069,0.048,0.061,0.055,0.043,0.04,0.041,0.043,0.038,0.042,0.098,0.057,0.042,0.045,0.038,0.034,0.057,0.044,0.059,0.046
2007,0.054,0.041,0.051,0.059,0.037,0.044,0.047,0.04,0.046,0.04,0.133,0.054,0.045,0.037,0.042,0.045,0.047,0.051,0.042,0.045
2008,0.028,0.044,0.054,0.062,0.047,0.045,0.038,0.046,0.026,0.051,0.12,0.041,0.045,0.053,0.048,0.044,0.058,0.041,0.052,0.057
2009,0.05,0.036,0.056,0.044,0.052,0.037,0.052,0.044,0.052,0.039,0.114,0.046,0.045,0.05,0.043,0.037,0.049,0.045,0.059,0.05
2010,0.054,0.051,0.05,0.053,0.042,0.056,0.043,0.047,0.048,0.043,0.109,0.046,0.047,0.048,0.033,0.039,0.038,0.054,0.051,0.048
2011,0.052,0.055,0.049,0.051,0.038,0.038,0.049,0.043,0.034,0.04,0.104,0.049,0.048,0.05,0.039,0.049,0.055,0.044,0.053,0.06
2012,0.057,0.052,0.054,0.037,0.043,0.043,0.038,0.034,0.044,0.042,0.116,0.037,0.046,0.039,0.038,0.058,0.05,0.057,0.058,0.057
2013,0.049,0.053,0.035,0.049,0.041,0.047,0.037,0.05,0.062,0.042,0.122,0.044,0.043,0.042,0.043,0.047,0.04,0.053,0.049,0.052
2014,0.046,0.045,0.048,0.043,0.045,0.044,0.041,0.042,0.042,0.038,0.125,0.056,0.049,0.046,0.051,0.038,0.038,0.06,0.047,0.056
2015,0.055,0.049,0.055,0.052,0.042,0.039,0.046,0.04,0.041,0.028,0.106,0.05,0.036,0.035,0.049,0.049,0.062,0.055,0.065,0.046
2016,0.061,0.054,0.042,0.049,0.051,0.032,0.04,0.048,0.046,0.041,0.105,0.053,0.052,0.05,0.045,0.041,0.046,0.04,0.058,0.046
2017,0.066,0.06,0.038,0.066,0.041,0.041,0.043,0.037,0.039,0.04,0.119,0.044,0.041,0.048,0.053,0.044,0.053,0.051,0.046,0.03
2018,0.048,0.047,0.051,0.049,0.04,0.06,0.039,0.046,0.039,0.052,0.101,0.047,0.043,0.05,0.053,0.041,0.049,0.049,0.051,0.045
2019,0.047,0.045,0.043,0.041,0.039,0.055,0.047,0.043,0.041,0.047,0.119,0.046,0.048,0.043,0.037,0.049,0.039,0.051,0.056,0.064
2020,0.056,0.065,0.046,0.03,0.041,0.044,0.049,0.043,0.048,0.042,0.104,0.047,0.042,0.051,0.037,0.055,0.041,0.054,0.056,0.049
2021,0.051,0.05,0.044,0.057,0.034,0.045,0.043,0.05,0.04,0.047,0.108,0.034,0.056,0.044,0.05,0.054,0.042,0.05,0.051,0.05
2022,0.066,0.043,0.038,0.054,0.044,0.044,0.032,0.036,0.037,0.047,0.116,0.04,0.039,0.048,0.044,0.054,0.057,0.043,0.059,0.059
2023,0.05,0.046,0.059,0.051,0.042,0.044,0.038,0.038,0.045,0.056,0.114,0.042,0.043,0.053,0.04,0.044,0.038,0.051,0.048,0.058
2024,0.052,0.051,0.042,0.047,0.056,0.038,0.041,0.037,0.041,0.037,0.119,0.043,0.047,0.058,0.042,0.042,0.043,0.064,0.043,0.057
2025,0.066,0.041,0.046,0.048,0.038,0.034,0.041,0.045,0.042,0.05,0.108,0.036,0.047,0.051,0.029,0.048,0.046,0.068,0.063,0.053
2026,0.043,0.041,0.056,0.042,0.047,0.039,0.045,0.045,0.048,0.045,0.143,0.044,0.041,0.045,0.036,0.053,0.034,0.036,0.052,0.065
2027,0.054,0.053,0.052,0.043,0.047,0.045,0.044,0.035,0.044,0.043,0.095,0.033,0.048,0.04,0.041,0.045,0.061,0.062,0.052,0.063
2028,0.047,0.053,0.053,0.04,0.043,0.04,0.036,0.04,0.044,0.047,0.125,0.04,0.047,0.045,0.051,0.046,0.052,0.054,0.049,0.048
2029,0.043,0.067,0.056,0.057,0.05,0.043,0.041,0.038,0.064,0.032,0.078,0.038,0.044,0.048,0.044,0.04,0.052,0.055,0.059,0.051
2030,0.046,0.052,0.066,0.057,0.034,0.04,0.041,0.032,0.045,0.05,0.114,0.045,0.049,0.038,0.038,0.062,0.048,0.038,0.055,0.05
2031,0.054,0.041,0.056,0.051,0.03,0.048,0.034,0.04,0.049,0.047,0.134,0.045,0.047,0.04,0.053,0.038,0.044,0.044,0.047,0.058
2032,0.056,0.045,0.054,0.05,0.051,0.04,0.047,0.053,0.055,0.032,0.107,0.035,0.039,0.046,0.042,0.045,0.053,0.051,0.051,0.048
2033,0.048,0.054,0.05,0.06,0.047,0.044,0.049,0.044,0.039,0.041,0.097,0.036,0.051,0.057,0.044,0.051,0.05,0.035,0.047,0.056
2034,0.05,0.053,0.044,0.041,0.038,0.058,0.05,0.039,0.047,0.045,0.112,0.04,0.038,0.047,0.053,0.04,0.042,0.048,0.052,0.063
2035,0.051,0.045,0.052,0.041,0.046,0.039,0.054,0.032,0.049,0.031,0.1,0.045,0.04,0.047,0.054,0.052,0.046,0.048,0.055,0.073
2036,0.041,0.048,0.04,0.043,0.047,0.047,0.038,0.051,0.052,0.041,0.117,0.047,0.044,0.034,0.058,0.055,0.05,0.044,0.047,0.056
2037,0.046,0.047,0.056,0.049,0.035,0.041,0.052,0.036,0.053,0.038,0.103,0.044,0.037,0.049,0.044,0.057,0.049,0.048,0.057,0.059
2038,0.054,0.038,0.05,0.058,0.045,0.028,0.048,0.041,0.044,0.041,0.115,0.056,0.039,0.04,0.046,0.044,0.051,0.051,0.06,0.051
2039,0.065,0.046,0.059,0.051,0.05,0.051,0.036,0.036,0.048,0.037,0.098,0.041,0.053,0.044,0.036,0.053,0.057,0.049,0.048,0.042
2040,0.058,0.047,0.047,0.048,0.045,0.051,0.044,0.039,0.038,0.035,0.103,0.05,0.045,0.047,0.05,0.041,0.046,0.057,0.045,0.064
2041,0.053,0.038,0.051,0.041,0.041,0.053,0.044,0.038,0.036,0.037,0.117,0.039,0.056,0.037,0.046,0.059,0.051,0.058,0.047,0.058
2042,0.058,0.047,0.058,0.032,0.056,0.043,0.039,0.045,0.044,0.038,0.121,0.032,0.043,0.04,0.061,0.054,0.053,0.048,0.049,0.039
2043,0.06,0.056,0.05,0.054,0.044,0.04,0.039,0.043,0.045,0.037,0.107,0.041,0.044,0.037,0.043,0.047,0.058,0.044,0.062,0.049
2044,0.054,0.063,0.053,0.043,0.048,0.041,0.048,0.035,0.046,0.036,0.114,0.032,0.035,0.061,0.053,0.043,0.055,0.047,0.044,0.049
2045,0.051,0.056,0.038,0.062,0.039,0.04,0.054,0.047,0.047,0.043,0.109,0.05,0.051,0.049,0.039,0.032,0.046,0.05,0.041,0.056
2046,0.053,0.052,0.058,0.049,0.046,0.052,0.045,0.045,0.045,0.047,0.094,0.039,0.041,0.047,0.051,0.048,0.037,0.066,0.045,0.04
2047,0.053,0.046,0.057,0.045,0.034,0.048,0.038,0.04,0.06,0.032,0.104,0.048,0.044,0.053,0.027,0.056,0.054,0.046,0.053,0.062
